SGD_name	Genes	gene_biotype	start_position	end_position	strand	length	status	chromosome_name	status_description
S000004298	YLR307W	ORF	745620	746525	1	906	Verified	XII	Active
S000004299	YLR308W	ORF	747937	748875	1	939	Verified	XII	Active
S000004300	YLR309C	ORF	749034	751769	-1	2736	Verified	XII	Active
S000004301	YLR310C	ORF	752224	756993	-1	4770	Verified	XII	Active
S000004303	YLR312C	ORF	757637	758833	-1	1197	Verified	XII	Active
S000004304	YLR312W-A	ORF	759480	760241	1	762	Verified	XII	Active
S000004305	YLR313C	ORF	760750	762342	-1	1593	Verified	XII	Active
S000004306	YLR314C	ORF	762575	764137	-1	1563	Verified	XII	Active
S000004307	YLR315W	ORF	764808	765269	1	462	Verified	XII	Active
S000004308	YLR316C	ORF	765266	766358	-1	1093	Verified	XII	Active
S000004310	YLR318W	ORF	766542	769196	1	2655	Verified	XII	Active
S000004311	YLR319C	ORF	769318	771684	-1	2367	Verified	XII	Active
S000004312	YLR320W	ORF	771940	776304	1	4365	Verified	XII	Active
S000004313	YLR321C	ORF	776584	777864	-1	1281	Verified	XII	Active
S000004315	YLR323C	ORF	778173	778952	-1	780	Verified	XII	Active
S000004316	YLR324W	ORF	779215	780786	1	1572	Verified	XII	Active
S000004317	YLR325C	ORF	781143	781379	-1	237	Verified	XII	Active
S000004318	YLR326W	ORF	782174	782896	1	723	Uncharacterized	XII	Active
S000004319	YLR327C	ORF	783127	783387	-1	261	Verified	XII	Active
S000004320	YLR328W	ORF	784913	786118	1	1206	Verified	XII	Active
S000004321	YLR329W	ORF	786442	787333	1	892	Verified	XII	Active
S000004322	YLR330W	ORF	787664	789679	1	2016	Verified	XII	Active
S000004324	YLR332W	ORF	790676	791806	1	1131	Verified	XII	Active
S000004325	YLR333C	ORF	795573	795899	-1	327	Verified	XII	Active
S000004327	YLR335W	ORF	797430	799592	1	2163	Verified	XII	Active
S000004328	YLR336C	ORF	799697	802396	-1	2700	Verified	XII	Active
S000004329	YLR337C	ORF	802653	805106	-1	2454	Verified	XII	Active
S000004332	YLR340W	ORF	805887	806825	1	939	Verified	XII	Active
S000004333	YLR341W	ORF	807385	808818	1	1434	Verified	XII	Active
S000004334	YLR342W	ORF	809997	815627	1	5631	Verified	XII	Active
S000004335	YLR343W	ORF	816094	817761	1	1668	Verified	XII	Active
S000004336	YLR344W	ORF	819312	820142	1	831	Verified	XII	Active
S000004337	YLR345W	ORF	820511	822040	1	1530	Uncharacterized	XII	Active
S000004338	YLR346C	ORF	822287	822592	-1	306	Verified	XII	Active
S000004339	YLR347C	ORF	823828	826413	-1	2586	Verified	XII	Active
S000004340	YLR348C	ORF	826977	827873	-1	897	Verified	XII	Active
S000004342	YLR350W	ORF	828730	829380	1	651	Verified	XII	Active
S000004343	YLR351C	ORF	829489	830364	-1	876	Verified	XII	Active
S000004344	YLR352W	ORF	831116	833539	1	2424	Uncharacterized	XII	Active
S000004345	YLR353W	ORF	834352	836163	1	1812	Verified	XII	Active
S000004346	YLR354C	ORF	836350	837357	-1	1008	Verified	XII	Active
S000004347	YLR355C	ORF	838066	839253	-1	1188	Verified	XII	Active
S000004348	YLR356W	ORF	840321	840914	1	594	Verified	XII	Active
S000004349	YLR357W	ORF	841331	844000	1	2670	Verified	XII	Active
S000004350	YLR358C	ORF	843487	844050	-1	564	Uncharacterized	XII	Active
S000004351	YLR359W	ORF	844282	845730	1	1449	Verified	XII	Active
S000004352	YLR360W	ORF	846103	847422	1	1320	Verified	XII	Active
S000004353	YLR361C	ORF	847388	849124	-1	1737	Verified	XII	Active
S000004354	YLR362W	ORF	849866	852019	1	2154	Verified	XII	Active
S000004355	YLR363C	ORF	852495	853151	-1	657	Verified	XII	Active
S000004356	YLR364W	ORF	854062	854391	1	330	Verified	XII	Active
S000004359	YLR367W	ORF	856442	857317	1	876	Verified	XII	Active
S000004360	YLR368W	ORF	857540	859336	1	1797	Verified	XII	Active
S000004361	YLR369W	ORF	859552	861525	1	1974	Verified	XII	Active
S000004362	YLR370C	ORF	861718	862254	-1	537	Verified	XII	Active
S000004363	YLR371W	ORF	862714	866784	1	4071	Verified	XII	Active
S000004364	YLR372W	ORF	867354	868391	1	1038	Verified	XII	Active
S000004365	YLR373C	ORF	868662	871367	-1	2706	Verified	XII	Active
S000004367	YLR375W	ORF	871697	872728	1	1032	Verified	XII	Active
S000004368	YLR376C	ORF	872826	873554	-1	729	Verified	XII	Active
S000004369	YLR377C	ORF	873746	874792	-1	1047	Verified	XII	Active
S000004370	YLR378C	ORF	875736	877178	-1	1443	Verified	XII	Active
S000004372	YLR380W	ORF	878282	879508	1	1227	Verified	XII	Active
S000004373	YLR381W	ORF	879723	881924	1	2202	Verified	XII	Active
S000004374	YLR382C	ORF	882067	884751	-1	2685	Verified	XII	Active
S000004375	YLR383W	ORF	885288	888632	1	3345	Verified	XII	Active
S000004376	YLR384C	ORF	888851	892900	-1	4050	Verified	XII	Active
S000004377	YLR385C	ORF	892992	893390	-1	399	Verified	XII	Active
S000004378	YLR386W	ORF	893628	896270	1	2643	Verified	XII	Active
S000004379	YLR387C	ORF	896374	897672	-1	1299	Verified	XII	Active
S000004380	YLR388W	ORF	898651	898821	1	171	Verified	XII	Active
S000004381	YLR389C	ORF	899577	902660	-1	3084	Verified	XII	Active
S000004382	YLR390W	ORF	903066	903404	1	339	Verified	XII	Active
S000004384	YLR392C	ORF	904749	906305	-1	1557	Verified	XII	Active
S000004385	YLR393W	ORF	907079	907918	1	840	Verified	XII	Active
S000004386	YLR394W	ORF	907950	909398	1	1449	Verified	XII	Active
S000004387	YLR395C	ORF	909729	909965	-1	237	Verified	XII	Active
S000004388	YLR396C	ORF	910235	912310	-1	2076	Verified	XII	Active
S000004389	YLR397C	ORF	912550	914892	-1	2343	Verified	XII	Active
S000004390	YLR398C	ORF	915156	919019	-1	3864	Verified	XII	Active
S000004391	YLR399C	ORF	919536	921596	-1	2061	Verified	XII	Active
S000004393	YLR401C	ORF	922442	924448	-1	2007	Verified	XII	Active
S000004395	YLR403W	ORF	925568	927619	1	2052	Verified	XII	Active
S000004396	YLR404W	ORF	928743	929600	1	858	Verified	XII	Active
S000004397	YLR405W	ORF	929789	930892	1	1104	Verified	XII	Active
S000004398	YLR406C	ORF	931065	931755	-1	691	Verified	XII	Active
S000004399	YLR407W	ORF	932967	933653	1	687	Uncharacterized	XII	Active
S000004400	YLR408C	ORF	933885	934253	-1	369	Verified	XII	Active
S000004401	YLR409C	ORF	934414	937233	-1	2820	Verified	XII	Active
S000004402	YLR410W	ORF	937541	940981	1	3441	Verified	XII	Active
S000004403	YLR411W	ORF	947253	947978	1	726	Verified	XII	Active
S000004404	YLR412W	ORF	948368	949192	1	825	Verified	XII	Active
S000004405	YLR413W	ORF	951156	953183	1	2028	Verified	XII	Active
S000004406	YLR414C	ORF	953353	954144	-1	792	Verified	XII	Active
S000004407	YLR415C	ORF	954259	954597	-1	339	Uncharacterized	XII	Active
S000004409	YLR417W	ORF	955010	956710	1	1701	Verified	XII	Active
S000004410	YLR418C	ORF	956914	958095	-1	1182	Verified	XII	Active
S000004411	YLR419W	ORF	958428	962735	1	4308	Uncharacterized	XII	Active
S000004412	YLR420W	ORF	963785	964879	1	1095	Verified	XII	Active
S000004413	YLR421C	ORF	965090	965560	-1	471	Verified	XII	Active
S000004414	YLR422W	ORF	965897	971695	1	5799	Verified	XII	Active
S000004415	YLR423C	ORF	971917	973170	-1	1254	Verified	XII	Active
S000004416	YLR424W	ORF	973395	975521	1	2127	Verified	XII	Active
S000004417	YLR425W	ORF	982894	986817	1	3924	Verified	XII	Active
S000004418	YLR426W	ORF	987062	988113	1	1052	Uncharacterized	XII	Active
S000004419	YLR427W	ORF	988428	990440	1	2013	Verified	XII	Active
S000004421	YLR429W	ORF	990777	992732	1	1956	Verified	XII	Active
S000004422	YLR430W	ORF	993434	1000129	1	6696	Verified	XII	Active
S000004423	YLR431C	ORF	1000342	1001703	-1	1362	Verified	XII	Active
S000004424	YLR432W	ORF	1002557	1004128	1	1572	Verified	XII	Active
S000004425	YLR433C	ORF	1004347	1006008	-1	1662	Verified	XII	Active
S000004427	YLR435W	ORF	1006378	1006995	1	618	Verified	XII	Active
S000004428	YLR436C	ORF	1007421	1011245	-1	3825	Verified	XII	Active
S000004429	YLR437C	ORF	1011622	1012023	-1	402	Verified	XII	Active
S000004430	YLR438W	ORF	1012501	1013775	1	1275	Verified	XII	Active
S000004431	YLR439W	ORF	1014491	1015450	1	960	Verified	XII	Active
S000004432	YLR440C	ORF	1015568	1017697	-1	2130	Verified	XII	Active
S000004433	YLR441C	ORF	1018141	1018908	-1	768	Verified	XII	Active
S000004434	YLR442C	ORF	1019315	1022251	-1	2937	Verified	XII	Active
S000004435	YLR443W	ORF	1022625	1023971	1	1347	Verified	XII	Active
S000004437	YLR445W	ORF	1024189	1024837	1	649	Verified	XII	Active
S000004438	YLR446W	ORF	1025214	1026515	1	1302	Uncharacterized	XII	Active
S000004439	YLR447C	ORF	1026856	1027893	-1	1038	Verified	XII	Active
S000004440	YLR448W	ORF	1028854	1029768	1	915	Verified	XII	Active
S000004441	YLR449W	ORF	1030834	1032012	1	1179	Verified	XII	Active
S000004442	YLR450W	ORF	1032627	1035764	1	3138	Verified	XII	Active
S000004443	YLR451W	ORF	1036093	1038753	1	2661	Verified	XII	Active
S000004444	YLR452C	ORF	1039270	1041366	-1	2097	Verified	XII	Active
S000004445	YLR453C	ORF	1041799	1042986	-1	1188	Verified	XII	Active
S000004446	YLR454W	ORF	1043998	1051884	1	7887	Uncharacterized	XII	Active
S000004447	YLR455W	ORF	1053629	1054543	1	915	Verified	XII	Active
S000004448	YLR456W	ORF	1055070	1055684	1	615	Uncharacterized	XII	Active
S000004449	YLR457C	ORF	1055812	1056771	-1	960	Verified	XII	Active
S000004451	YLR459W	ORF	1057334	1058518	1	1185	Verified	XII	Active
S000004452	YLR460C	ORF	1059757	1060887	-1	1131	Uncharacterized	XII	Active
S000004453	YLR461W	ORF	1062919	1063281	1	363	Verified	XII	Active
S000004454	YLR462W	ORF	1065956	1066564	1	609	Uncharacterized	XII	Active
S000004456	YLR464W	ORF	1066572	1067501	1	930	Uncharacterized	XII	Active
S000004458	YLR466W	ORF	1067087	1071235	1	4149	Verified	XII	Active
S000004459	YLR467W	ORF	1072508	1077898	1	5391	Verified	XII	Active
S000004460	YML001W	ORF	267174	267800	1	627	Verified	XIII	Active
S000004461	YML002W	ORF	264541	266754	1	2214	Uncharacterized	XIII	Active
S000004462	YML003W	ORF	263483	264355	1	873	Uncharacterized	XIII	Active
S000004463	YML004C	ORF	261705	262685	-1	981	Verified	XIII	Active
S000004464	YML005W	ORF	260221	261609	1	1389	Verified	XIII	Active
S000004465	YML006C	ORF	256092	258416	-1	2325	Verified	XIII	Active
S000004466	YML007W	ORF	253848	255800	1	1953	Verified	XIII	Active
S000004467	YML008C	ORF	251839	252990	-1	1152	Verified	XIII	Active
S000004468	YML009C	ORF	251304	251516	-1	213	Verified	XIII	Active
S000004470	YML010W	ORF	247677	250868	1	3192	Verified	XIII	Active
S000004472	YML011C	ORF	246895	247428	-1	534	Verified	XIII	Active
S000004473	YML012W	ORF	246116	246751	1	636	Verified	XIII	Active
S000004475	YML013W	ORF	244149	245903	1	1755	Verified	XIII	Active
S000004476	YML014W	ORF	243225	244064	1	840	Verified	XIII	Active
S000004477	YML015C	ORF	241989	243029	-1	1041	Verified	XIII	Active
S000004478	YML016C	ORF	239458	241536	-1	2079	Verified	XIII	Active
S000004479	YML017W	ORF	236588	238731	1	2144	Verified	XIII	Active
S000004480	YML018C	ORF	234771	235952	-1	1182	Verified	XIII	Active
S000004481	YML019W	ORF	233457	234455	1	999	Verified	XIII	Active
S000004482	YML020W	ORF	231149	233143	1	1995	Uncharacterized	XIII	Active
S000004483	YML021C	ORF	229734	230813	-1	1080	Verified	XIII	Active
S000004484	YML022W	ORF	228937	229500	1	564	Verified	XIII	Active
S000004485	YML023C	ORF	226994	228664	-1	1671	Verified	XIII	Active
S000004486	YML024W	ORF	225889	226697	1	809	Verified	XIII	Active
S000004487	YML025C	ORF	224406	225365	-1	960	Verified	XIII	Active
S000004488	YML026C	ORF	222987	223828	-1	842	Verified	XIII	Active
S000004489	YML027W	ORF	221406	222563	1	1158	Verified	XIII	Active
S000004490	YML028W	ORF	220138	220728	1	591	Verified	XIII	Active
S000004491	YML029W	ORF	217362	219878	1	2517	Verified	XIII	Active
S000004492	YML030W	ORF	216435	216914	1	480	Verified	XIII	Active
S000004493	YML031W	ORF	214189	216156	1	1968	Verified	XIII	Active
S000004494	YML032C	ORF	212515	213930	-1	1416	Verified	XIII	Active
S000004497	YML034W	ORF	209525	212155	1	2631	Verified	XIII	Active
S000004498	YML035C	ORF	206428	208860	-1	2433	Verified	XIII	Active
S000004500	YML036W	ORF	205642	206293	1	652	Verified	XIII	Active
S000004501	YML037C	ORF	204386	205408	-1	1023	Uncharacterized	XIII	Active
S000004502	YML038C	ORF	202775	204103	-1	1329	Verified	XIII	Active
S000004503	YML039W	transposable_element_gene	196628	201896	1	5269		XIII	Active
S000004504	YML040W	transposable_element_gene	196628	197950	1	1323		XIII	Active
S000004505	YML041C	ORF	194913	195755	-1	843	Verified	XIII	Active
S000004506	YML042W	ORF	192788	194800	1	2013	Verified	XIII	Active
S000004507	YML043C	ORF	190244	191767	-1	1524	Verified	XIII	Active
S000004508	YML045W	transposable_element_gene	184461	189729	1	5269		XIII	Active
S000004509	YML046W	ORF	181474	183363	1	1890	Verified	XIII	Active
S000004510	YML047C	ORF	180017	181075	-1	1059	Verified	XIII	Active
S000004511	YML048W	ORF	178426	179637	1	1212	Verified	XIII	Active
S000004513	YML049C	ORF	174220	178305	-1	4086	Verified	XIII	Active
S000004514	YML050W	ORF	173139	174074	1	936	Verified	XIII	Active
S000004515	YML051W	ORF	171594	172901	1	1308	Verified	XIII	Active
S000004516	YML052W	ORF	170402	171310	1	909	Verified	XIII	Active
S000004517	YML053C	ORF	169116	169754	-1	639	Uncharacterized	XIII	Active
S000004518	YML054C	ORF	165533	167308	-1	1776	Verified	XIII	Active
S000004519	YML055W	ORF	164790	165326	1	537	Verified	XIII	Active
S000004520	YML056C	ORF	162194	164176	-1	1983	Verified	XIII	Active
S000004521	YML057W	ORF	160180	161994	1	1815	Verified	XIII	Active
S000004523	YML058W	ORF	159383	159697	1	315	Verified	XIII	Active
S000004524	YML059C	ORF	153219	158258	-1	5040	Verified	XIII	Active
S000004525	YML060W	ORF	151871	153001	1	1131	Verified	XIII	Active
S000004526	YML061C	ORF	148953	151532	-1	2580	Verified	XIII	Active
S000004527	YML062C	ORF	147505	148683	-1	1179	Verified	XIII	Active
S000004528	YML063W	ORF	146482	147249	1	768	Verified	XIII	Active
S000004529	YML064C	ORF	145139	145876	-1	738	Verified	XIII	Active
S000004530	YML065W	ORF	142210	144954	1	2745	Verified	XIII	Active
S000004531	YML066C	ORF	140424	141533	-1	1110	Verified	XIII	Active
S000004532	YML067C	ORF	139063	140214	-1	1152	Verified	XIII	Active
S000004533	YML068W	ORF	137550	138944	1	1395	Verified	XIII	Active
S000004534	YML069W	ORF	135500	137158	1	1659	Verified	XIII	Active
S000004535	YML070W	ORF	133475	135229	1	1755	Verified	XIII	Active
S000004536	YML071C	ORF	129749	131572	-1	1824	Verified	XIII	Active
S000004537	YML072C	ORF	124730	129367	-1	4638	Verified	XIII	Active
S000004538	YML073C	ORF	123227	124172	-1	946	Verified	XIII	Active
S000004539	YML074C	ORF	120089	121324	-1	1236	Verified	XIII	Active
S000004540	YML075C	ORF	115734	118898	-1	3165	Verified	XIII	Active
S000004541	YML076C	ORF	112513	115347	-1	2835	Verified	XIII	Active
S000004542	YML077W	ORF	111865	112344	1	480	Verified	XIII	Active
S000004543	YML078W	ORF	111002	111550	1	549	Verified	XIII	Active
S000004544	YML079W	ORF	110247	110852	1	606	Uncharacterized	XIII	Active
S000004545	YML080W	ORF	108806	110077	1	1272	Verified	XIII	Active
S000004546	YML081W	ORF	104777	108532	1	3756	Verified	XIII	Active
S000004547	YML082W	ORF	101862	103811	1	1950	Uncharacterized	XIII	Active
S000004548	YML083C	ORF	99794	101050	-1	1257	Verified	XIII	Active
S000004550	YML085C	ORF	97941	99400	-1	1460	Verified	XIII	Active
S000004551	YML086C	ORF	95791	97371	-1	1581	Verified	XIII	Active
S000004552	YML087C	ORF	94431	95369	-1	939	Verified	XIII	Active
S000004553	YML088W	ORF	92235	94241	1	2007	Verified	XIII	Active
S000004556	YML091C	ORF	87123	90731	-1	3609	Verified	XIII	Active
S000004557	YML092C	ORF	85987	86739	-1	753	Verified	XIII	Active
S000004558	YML093W	ORF	83090	85789	1	2700	Verified	XIII	Active
S000004559	YML094W	ORF	82275	82849	1	575	Verified	XIII	Active
S000004560	YML095C	ORF	81481	82113	-1	633	Verified	XIII	Active
S000004562	YML096W	ORF	79909	81486	1	1578	Uncharacterized	XIII	Active
S000004563	YML097C	ORF	78335	79690	-1	1356	Verified	XIII	Active
S000004564	YML098W	ORF	77267	77770	1	504	Verified	XIII	Active
S000004565	YML099C	ORF	74398	77040	-1	2643	Verified	XIII	Active
S000004566	YML100W	ORF	70624	73920	1	3297	Verified	XIII	Active
S000004568	YML101C	ORF	69735	70088	-1	354	Verified	XIII	Active
S000004570	YML102W	ORF	68294	69700	1	1407	Verified	XIII	Active
S000004571	YML103C	ORF	62582	67549	-1	4968	Verified	XIII	Active
S000004572	YML104C	ORF	58939	62322	-1	3384	Verified	XIII	Active
S000004573	YML105C	ORF	57866	58687	-1	822	Verified	XIII	Active
S000004574	YML106W	ORF	56773	57453	1	681	Verified	XIII	Active
S000004575	YML107C	ORF	55265	56269	-1	1005	Verified	XIII	Active
S000004576	YML108W	ORF	54793	55110	1	318	Verified	XIII	Active
S000004577	YML109W	ORF	51640	54468	1	2829	Verified	XIII	Active
S000004578	YML110C	ORF	50031	50954	-1	924	Verified	XIII	Active
S000004579	YML111W	ORF	46942	49704	1	2763	Verified	XIII	Active
S000004580	YML112W	ORF	45063	45953	1	891	Verified	XIII	Active
S000004581	YML113W	ORF	44045	44791	1	747	Verified	XIII	Active
S000004582	YML114C	ORF	42043	43575	-1	1533	Verified	XIII	Active
S000004583	YML115C	ORF	40187	41794	-1	1608	Verified	XIII	Active
S000004584	YML116W	ORF	38196	39824	1	1629	Verified	XIII	Active
S000004585	YML117W	ORF	34243	37647	1	3405	Verified	XIII	Active
S000004587	YML118W	ORF	32334	33851	1	1518	Verified	XIII	Active
S000004588	YML119W	ORF	30611	31684	1	1074	Uncharacterized	XIII	Active
S000004589	YML120C	ORF	28266	29807	-1	1542	Verified	XIII	Active
S000004590	YML121W	ORF	26930	27862	1	933	Verified	XIII	Active
S000004592	YML123C	ORF	24037	25800	-1	1764	Verified	XIII	Active
S000004593	YML124C	ORF	22048	23683	-1	1636	Verified	XIII	Active
S000004594	YML125C	ORF	20761	21699	-1	939	Verified	XIII	Active
S000004595	YML126C	ORF	19060	20535	-1	1476	Verified	XIII	Active
S000004596	YML127W	ORF	17064	18809	1	1746	Verified	XIII	Active
S000004597	YML128C	ORF	15135	16676	-1	1542	Verified	XIII	Active
S000004598	YML129C	ORF	14541	14753	-1	213	Verified	XIII	Active
S000004599	YML130C	ORF	11483	13174	-1	1692	Verified	XIII	Active
S000004600	YML131W	ORF	10198	11295	1	1098	Verified	XIII	Active
S000004601	YML132W	ORF	7244	8383	1	1140	Verified	XIII	Active
S000004602	YML133C	ORF	461	4684	-1	4224	Uncharacterized	XIII	Active
S000004603	YMR001C	ORF	269019	271136	-1	2118	Verified	XIII	Active
S000004604	YMR002W	ORF	272193	272663	1	471	Verified	XIII	Active
S000004605	YMR003W	ORF	273118	273714	1	597	Verified	XIII	Active
S000004606	YMR004W	ORF	274017	275552	1	1536	Verified	XIII	Active
S000004607	YMR005W	ORF	276045	277211	1	1167	Verified	XIII	Active
S000004608	YMR006C	ORF	277561	279681	-1	2121	Verified	XIII	Active
S000004610	YMR008C	ORF	280590	282584	-1	1995	Verified	XIII	Active
S000004611	YMR009W	ORF	284102	284641	1	540	Verified	XIII	Active
S000004612	YMR010W	ORF	285100	286317	1	1218	Uncharacterized	XIII	Active
S000004613	YMR011W	ORF	288079	289704	1	1626	Verified	XIII	Active
S000004614	YMR012W	ORF	291134	294967	1	3834	Verified	XIII	Active
S000004615	YMR013C	ORF	295179	296738	-1	1560	Verified	XIII	Active
S000004616	YMR014W	ORF	298868	300427	1	1560	Verified	XIII	Active
S000004617	YMR015C	ORF	300869	302485	-1	1617	Verified	XIII	Active
S000004618	YMR016C	ORF	303236	305593	-1	2358	Verified	XIII	Active
S000004619	YMR017W	ORF	307489	308682	1	1194	Verified	XIII	Active
S000004620	YMR018W	ORF	310208	311752	1	1545	Uncharacterized	XIII	Active
S000004621	YMR019W	ORF	312156	315005	1	2850	Verified	XIII	Active
S000004622	YMR020W	ORF	315377	316903	1	1527	Verified	XIII	Active
S000004623	YMR021C	ORF	317165	318418	-1	1254	Verified	XIII	Active
S000004624	YMR022W	ORF	318680	319177	1	498	Verified	XIII	Active
S000004625	YMR023C	ORF	319437	321017	-1	1581	Verified	XIII	Active
S000004626	YMR024W	ORF	321875	323047	1	1173	Verified	XIII	Active
S000004627	YMR025W	ORF	323300	324187	1	888	Verified	XIII	Active
S000004628	YMR026C	ORF	324236	325435	-1	1200	Verified	XIII	Active
S000004629	YMR027W	ORF	325877	327289	1	1413	Uncharacterized	XIII	Active
S000004630	YMR028W	ORF	327482	328582	1	1101	Verified	XIII	Active
S000004631	YMR029C	ORF	328660	330231	-1	1572	Verified	XIII	Active
S000004632	YMR030W	ORF	330793	331923	1	1131	Verified	XIII	Active
S000004633	YMR031C	ORF	332212	334743	-1	2532	Verified	XIII	Active
S000004635	YMR032W	ORF	335298	337307	1	2010	Verified	XIII	Active
S000004636	YMR033W	ORF	337788	339277	1	1490	Verified	XIII	Active
S000004637	YMR034C	ORF	339418	340722	-1	1305	Verified	XIII	Active
S000004638	YMR035W	ORF	341142	341675	1	534	Verified	XIII	Active
S000004639	YMR036C	ORF	341856	343520	-1	1665	Verified	XIII	Active
S000004640	YMR037C	ORF	344403	346517	-1	2115	Verified	XIII	Active
S000004641	YMR038C	ORF	347511	348260	-1	750	Verified	XIII	Active
S000004642	YMR039C	ORF	348644	349522	-1	879	Verified	XIII	Active
S000004643	YMR040W	ORF	350381	350863	1	483	Verified	XIII	Active
S000004644	YMR041C	ORF	350966	351973	-1	1008	Verified	XIII	Active
S000004645	YMR042W	ORF	352603	353136	1	534	Verified	XIII	Active
S000004646	YMR043W	ORF	353871	354731	1	861	Verified	XIII	Active
S000004647	YMR044W	ORF	355384	356811	1	1428	Verified	XIII	Active
S000004648	YMR045C	transposable_element_gene	357359	362627	-1	5269		XIII	Active
S000004649	YMR046C	transposable_element_gene	361305	362627	-1	1323		XIII	Active
S000004650	YMR047C	ORF	363364	366705	-1	3342	Verified	XIII	Active
S000004651	YMR048W	ORF	366981	367934	1	954	Verified	XIII	Active
S000004652	YMR049C	ORF	368094	370517	-1	2424	Verified	XIII	Active
S000004653	YMR050C	transposable_element_gene	373057	378325	-1	5269		XIII	Active
S000004654	YMR051C	transposable_element_gene	377003	378325	-1	1323		XIII	Active
S000004656	YMR052W	ORF	379586	380200	1	615	Verified	XIII	Active
S000004657	YMR053C	ORF	380346	382898	-1	2553	Verified	XIII	Active
S000004658	YMR054W	ORF	383303	385975	1	2673	Verified	XIII	Active
S000004659	YMR055C	ORF	386101	387021	-1	921	Verified	XIII	Active
S000004660	YMR056C	ORF	387315	388244	-1	930	Verified	XIII	Active
S000004662	YMR058W	ORF	388822	390732	1	1911	Verified	XIII	Active
S000004663	YMR059W	ORF	391099	391485	1	387	Verified	XIII	Active
S000004664	YMR060C	ORF	391532	392515	-1	984	Verified	XIII	Active
S000004665	YMR061W	ORF	392755	394788	1	2034	Verified	XIII	Active
S000004666	YMR062C	ORF	395054	396379	-1	1326	Verified	XIII	Active
S000004667	YMR063W	ORF	397077	397796	1	720	Verified	XIII	Active
S000004668	YMR064W	ORF	397903	399459	1	1557	Verified	XIII	Active
S000004669	YMR065W	ORF	399702	401216	1	1515	Verified	XIII	Active
S000004670	YMR066W	ORF	401541	404237	1	2697	Verified	XIII	Active
S000004671	YMR067C	ORF	404323	405573	-1	1251	Verified	XIII	Active
S000004672	YMR068W	ORF	406304	407584	1	1281	Verified	XIII	Active
S000004673	YMR069W	ORF	407709	408566	1	858	Verified	XIII	Active
S000004674	YMR070W	ORF	409154	410626	1	1473	Verified	XIII	Active
S000004675	YMR071C	ORF	410762	411265	-1	504	Verified	XIII	Active
S000004676	YMR072W	ORF	411569	412120	1	552	Verified	XIII	Active
S000004677	YMR073C	ORF	412268	412873	-1	606	Verified	XIII	Active
S000004678	YMR074C	ORF	413036	413473	-1	438	Verified	XIII	Active
S000004680	YMR075W	ORF	413982	416036	1	2055	Verified	XIII	Active
S000004681	YMR076C	ORF	416196	420029	-1	3834	Verified	XIII	Active
S000004682	YMR077C	ORF	421484	422149	-1	666	Verified	XIII	Active
S000004683	YMR078C	ORF	422503	424728	-1	2226	Verified	XIII	Active
S000004684	YMR079W	ORF	424989	426059	1	1071	Verified	XIII	Active
S000004685	YMR080C	ORF	426712	429627	-1	2916	Verified	XIII	Active
S000004686	YMR081C	ORF	430079	431095	-1	1017	Verified	XIII	Active
S000004688	YMR083W	ORF	434788	435915	1	1128	Verified	XIII	Active
S000004689	YMR084W	ORF	436628	437416	1	789	Uncharacterized	XIII	Active
S000004690	YMR085W	ORF	437491	438789	1	1299	Uncharacterized	XIII	Active
S000004692	YMR086W	ORF	439208	442090	1	2883	Verified	XIII	Active
S000004693	YMR087W	ORF	442527	443381	1	855	Verified	XIII	Active
S000004694	YMR088C	ORF	443414	445102	-1	1689	Verified	XIII	Active
S000004695	YMR089C	ORF	445609	448086	-1	2478	Verified	XIII	Active
S000004696	YMR090W	ORF	449245	449928	1	684	Uncharacterized	XIII	Active
S000004697	YMR091C	ORF	450058	451365	-1	1308	Verified	XIII	Active
S000004698	YMR092C	ORF	451632	453479	-1	1848	Verified	XIII	Active
S000004699	YMR093W	ORF	454015	455556	1	1542	Verified	XIII	Active
S000004700	YMR094W	ORF	455825	457261	1	1437	Verified	XIII	Active
S000004701	YMR095C	ORF	457285	457959	-1	675	Verified	XIII	Active
S000004702	YMR096W	ORF	458408	459301	1	894	Verified	XIII	Active
S000004703	YMR097C	ORF	459424	460527	-1	1104	Verified	XIII	Active
S000004704	YMR098C	ORF	460771	462609	-1	1839	Verified	XIII	Active
S000004705	YMR099C	ORF	463934	464827	-1	894	Verified	XIII	Active
S000004706	YMR100W	ORF	466300	468162	1	1863	Verified	XIII	Active
S000004707	YMR101C	ORF	468445	469476	-1	1032	Verified	XIII	Active
S000004708	YMR102C	ORF	469848	472352	-1	2505	Uncharacterized	XIII	Active
S000004710	YMR104C	ORF	473420	475453	-1	2034	Verified	XIII	Active
S000004711	YMR105C	ORF	475897	477606	-1	1710	Verified	XIII	Active
S000004712	YMR106C	ORF	478301	480190	-1	1890	Verified	XIII	Active
S000004713	YMR107W	ORF	483014	483361	1	348	Verified	XIII	Active
S000004714	YMR108W	ORF	484084	486147	1	2064	Verified	XIII	Active
S000004715	YMR109W	ORF	486587	490246	1	3660	Verified	XIII	Active
S000004716	YMR110C	ORF	490394	491992	-1	1599	Verified	XIII	Active
S000004717	YMR111C	ORF	492404	493792	-1	1389	Verified	XIII	Active
S000004718	YMR112C	ORF	494100	494495	-1	396	Verified	XIII	Active
S000004719	YMR113W	ORF	494999	496282	1	1284	Verified	XIII	Active
S000004720	YMR114C	ORF	496343	497449	-1	1107	Verified	XIII	Active
